USAF,WBAN_x,YEAR,MONTH,TEMP,DEWP,WDSP,MAX,MIN,DAY,WBAN_y,CTRY,LAT,LON,ELEV(M),LBL
135980,99999.0,2019.0,4.0,46.1,39.4,5.15,57.35,35.400000000000006,8.5,99999,MK,41.717,22.85,836.0,"BEROVO, MK<br>Elevation: 836.0 m"
136000,99999.0,2019.0,1.0,38.6,29.3,4.5,44.6,32.4,16.0,99999,AL,42.1,19.533,43.0,"SHKODRA, AL<br>Elevation: 43.0 m"
136000,99999.0,2019.0,2.0,47.2,35.400000000000006,5.65,57.75,35.6,14.5,99999,AL,42.1,19.533,43.0,"SHKODRA, AL<br>Elevation: 43.0 m"
136000,99999.0,2019.0,3.0,56.5,39.5,5.3,66.2,46.0,16.0,99999,AL,42.1,19.533,43.0,"SHKODRA, AL<br>Elevation: 43.0 m"
136000,99999.0,2019.0,4.0,57.55,49.75,5.8,67.1,50.35,8.5,99999,AL,42.1,19.533,43.0,"SHKODRA, AL<br>Elevation: 43.0 m"
136100,99999.0,2019.0,1.0,33.5,25.1,3.7,37.4,29.5,16.0,99999,AL,42.033,20.417,354.0,"KUKES, AL<br>Elevation: 354.0 m"
136100,99999.0,2019.0,2.0,41.3,30.450000000000003,8.8,51.25,32.35,14.5,99999,AL,42.033,20.417,354.0,"KUKES, AL<br>Elevation: 354.0 m"
136100,99999.0,2019.0,3.0,51.8,34.8,4.5,65.1,42.4,16.0,99999,AL,42.033,20.417,354.0,"KUKES, AL<br>Elevation: 354.0 m"
136100,99999.0,2019.0,4.0,52.849999999999994,43.849999999999994,2.1,62.8,46.599999999999994,8.5,99999,AL,42.033,20.417,354.0,"KUKES, AL<br>Elevation: 354.0 m"
136110,99999.0,2019.0,1.0,46.5,37.0,4.8,52.9,37.0,16.0,99999,AL,41.3,19.45,12.0,"DURRES, AL<br>Elevation: 12.0 m"
136110,99999.0,2019.0,2.0,50.35,38.25,6.050000000000001,59.0,40.45,14.5,99999,AL,41.3,19.45,12.0,"DURRES, AL<br>Elevation: 12.0 m"
136110,99999.0,2019.0,3.0,58.3,45.0,3.7,66.6,45.3,16.0,99999,AL,41.3,19.45,12.0,"DURRES, AL<br>Elevation: 12.0 m"
136110,99999.0,2019.0,4.0,59.45,49.25,4.550000000000001,68.2,50.0,8.5,99999,AL,41.3,19.45,12.0,"DURRES, AL<br>Elevation: 12.0 m"
136150,99999.0,2019.0,1.0,41.7,34.4,4.4,51.4,30.0,16.0,99999,AL,41.415,19.721,38.4,"TIRANA RINAS, AL<br>Elevation: 38.4 m"
136150,99999.0,2019.0,2.0,46.2,33.5,4.35,60.9,32.7,14.5,99999,AL,41.415,19.721,38.4,"TIRANA RINAS, AL<br>Elevation: 38.4 m"
136150,99999.0,2019.0,3.0,55.5,39.2,4.1,69.8,38.7,16.0,99999,AL,41.415,19.721,38.4,"TIRANA RINAS, AL<br>Elevation: 38.4 m"
136150,99999.0,2019.0,4.0,56.4,48.05,3.75,69.05000000000001,47.8,8.5,99999,AL,41.415,19.721,38.4,"TIRANA RINAS, AL<br>Elevation: 38.4 m"
136190,99999.0,2019.0,1.0,28.1,23.6,0.0,36.0,23.0,16.0,99999,AL,41.683,20.433,653.0,"PESHKOPI, AL<br>Elevation: 653.0 m"
136190,99999.0,2019.0,2.0,38.7,30.05,1.65,50.2,30.6,14.5,99999,AL,41.683,20.433,653.0,"PESHKOPI, AL<br>Elevation: 653.0 m"
136190,99999.0,2019.0,3.0,50.7,34.4,1.5,63.0,39.2,16.0,99999,AL,41.683,20.433,653.0,"PESHKOPI, AL<br>Elevation: 653.0 m"
136190,99999.0,2019.0,4.0,50.7,42.45,0.9,59.900000000000006,44.05,8.5,99999,AL,41.683,20.433,653.0,"PESHKOPI, AL<br>Elevation: 653.0 m"
136220,99999.0,2019.0,1.0,46.5,36.5,5.0,52.9,37.8,16.0,99999,AL,40.467,19.483,5.0,"VLORE, AL<br>Elevation: 5.0 m"
136220,99999.0,2019.0,2.0,51.25,37.75,4.7,59.7,40.8,14.5,99999,AL,40.467,19.483,5.0,"VLORE, AL<br>Elevation: 5.0 m"
136220,99999.0,2019.0,3.0,59.4,41.7,4.0,66.9,46.4,16.0,99999,AL,40.467,19.483,5.0,"VLORE, AL<br>Elevation: 5.0 m"
136220,99999.0,2019.0,4.0,59.400000000000006,48.45,3.85,67.1,50.55,8.5,99999,AL,40.467,19.483,5.0,"VLORE, AL<br>Elevation: 5.0 m"
136230,99999.0,2019.0,1.0,40.7,26.9,4.3,47.1,34.2,16.0,99999,AL,40.5,19.283,240.0,"SAZAN ISLAND, AL<br>Elevation: 240.0 m"
136230,99999.0,2019.0,2.0,47.45,28.6,5.6,58.3,39.75,14.5,99999,AL,40.5,19.283,240.0,"SAZAN ISLAND, AL<br>Elevation: 240.0 m"
136230,99999.0,2019.0,3.0,56.3,33.4,4.3,66.2,45.7,16.0,99999,AL,40.5,19.283,240.0,"SAZAN ISLAND, AL<br>Elevation: 240.0 m"
136230,99999.0,2019.0,4.0,56.3,45.8,2.75,66.15,51.45,8.5,99999,AL,40.5,19.283,240.0,"SAZAN ISLAND, AL<br>Elevation: 240.0 m"
136240,99999.0,2019.0,1.0,40.4,32.9,3.7,51.8,30.9,16.0,99999,AL,40.8,19.9,33.0,"QYTETI STALIN, AL<br>Elevation: 33.0 m"
136240,99999.0,2019.0,2.0,46.15,34.55,2.0,62.400000000000006,33.650000000000006,14.5,99999,AL,40.8,19.9,33.0,"QYTETI STALIN, AL<br>Elevation: 33.0 m"
136240,99999.0,2019.0,3.0,54.5,37.9,1.5,69.8,40.6,16.0,99999,AL,40.8,19.9,33.0,"QYTETI STALIN, AL<br>Elevation: 33.0 m"
136240,99999.0,2019.0,4.0,55.95,45.75,1.2000000000000002,68.35,47.45,8.5,99999,AL,40.8,19.9,33.0,"QYTETI STALIN, AL<br>Elevation: 33.0 m"
136250,99999.0,2019.0,1.0,38.8,32.7,0.5,48.6,31.6,16.0,99999,AL,40.083,20.15,194.0,"GJIROKASTRA, AL<br>Elevation: 194.0 m"
136250,99999.0,2019.0,2.0,45.4,31.55,1.85,61.15,33.45,14.5,99999,AL,40.083,20.15,194.0,"GJIROKASTRA, AL<br>Elevation: 194.0 m"
136250,99999.0,2019.0,3.0,53.5,35.5,2.2,71.6,37.4,16.0,99999,AL,40.083,20.15,194.0,"GJIROKASTRA, AL<br>Elevation: 194.0 m"
136250,99999.0,2019.0,4.0,54.7,43.8,1.5,65.65,46.2,8.5,99999,AL,40.083,20.15,194.0,"GJIROKASTRA, AL<br>Elevation: 194.0 m"
136290,99999.0,2019.0,1.0,31.0,28.2,2.5,37.0,24.8,16.0,99999,AL,40.6,20.767,899.0,"KORCA, AL<br>Elevation: 899.0 m"
136290,99999.0,2019.0,2.0,39.6,30.65,4.1,49.849999999999994,30.75,14.5,99999,AL,40.6,20.767,899.0,"KORCA, AL<br>Elevation: 899.0 m"
136290,99999.0,2019.0,3.0,49.4,36.2,3.5,60.8,37.8,16.0,99999,AL,40.6,20.767,899.0,"KORCA, AL<br>Elevation: 899.0 m"
136290,99999.0,2019.0,4.0,48.5,42.85,3.8,57.0,41.2,8.5,99999,AL,40.6,20.767,899.0,"KORCA, AL<br>Elevation: 899.0 m"
140060,99999.0,2019.0,1.0,23.2,9999.9,999.9,27.7,17.8,16.0,99999,SI,46.267,13.833,1535.0,"VOGEL, SI<br>Elevation: 1535.0 m"
140060,99999.0,2019.0,2.0,32.900000000000006,9999.9,999.9,39.599999999999994,25.3,14.5,99999,SI,46.267,13.833,1535.0,"VOGEL, SI<br>Elevation: 1535.0 m"
140060,99999.0,2019.0,3.0,34.5,9999.9,999.9,37.8,29.3,16.0,99999,SI,46.267,13.833,1535.0,"VOGEL, SI<br>Elevation: 1535.0 m"
140060,99999.0,2019.0,4.0,36.3,9999.9,999.9,38.85,32.55,8.5,99999,SI,46.267,13.833,1535.0,"VOGEL, SI<br>Elevation: 1535.0 m"
140070,99999.0,2019.0,1.0,24.6,18.9,1.4,34.3,16.9,16.0,99999,SI,46.5,13.717,864.5,"RATECE, SI<br>Elevation: 864.5 m"
140070,99999.0,2019.0,2.0,32.849999999999994,24.5,1.45,46.0,22.5,14.5,99999,SI,46.5,13.717,864.5,"RATECE, SI<br>Elevation: 864.5 m"
140070,99999.0,2019.0,3.0,39.4,28.6,1.9,53.4,27.9,16.0,99999,SI,46.5,13.717,864.5,"RATECE, SI<br>Elevation: 864.5 m"
140070,99999.0,2019.0,4.0,43.9,37.1,1.55,49.35,36.849999999999994,8.5,99999,SI,46.5,13.717,864.5,"RATECE, SI<br>Elevation: 864.5 m"
140080,99999.0,2019.0,1.0,11.0,6.8,15.9,17.4,6.4,16.0,99999,SI,46.383,13.85,2515.0,"KREDARICA, SI<br>Elevation: 2515.0 m"
140080,99999.0,2019.0,2.0,24.45,9.3,14.350000000000001,28.5,20.9,14.5,99999,SI,46.383,13.85,2515.0,"KREDARICA, SI<br>Elevation: 2515.0 m"
140080,99999.0,2019.0,3.0,23.1,12.3,12.3,28.8,17.8,16.0,99999,SI,46.383,13.85,2515.0,"KREDARICA, SI<br>Elevation: 2515.0 m"
140080,99999.0,2019.0,4.0,26.15,23.549999999999997,7.85,30.200000000000003,22.3,8.5,99999,SI,46.383,13.85,2515.0,"KREDARICA, SI<br>Elevation: 2515.0 m"
140090,,,,,,,,,,99999,SI,46.033,13.9,1067.0,"VOJSKO, SI<br>Elevation: 1067.0 m"
140100,99999.0,2019.0,1.0,30.7,22.1,2.6,37.6,23.7,16.0,99999,SI,46.367,14.183,515.0,"LESCE, SI<br>Elevation: 515.0 m"
140100,99999.0,2019.0,2.0,37.85,26.9,2.5,49.3,27.95,14.5,99999,SI,46.367,14.183,515.0,"LESCE, SI<br>Elevation: 515.0 m"
140100,99999.0,2019.0,3.0,43.2,31.7,3.7,56.5,32.0,16.0,99999,SI,46.367,14.183,515.0,"LESCE, SI<br>Elevation: 515.0 m"
140100,99999.0,2019.0,4.0,48.650000000000006,40.25,3.4,57.849999999999994,38.4,8.5,99999,SI,46.367,14.183,515.0,"LESCE, SI<br>Elevation: 515.0 m"
140120,99999.0,2019.0,1.0,30.0,9999.9,999.9,34.2,24.8,16.0,99999,SI,46.1,14.367,685.0,"KATARINA, SI<br>Elevation: 685.0 m"
140120,99999.0,2019.0,2.0,40.150000000000006,9999.9,999.9,46.8,32.45,14.5,99999,SI,46.1,14.367,685.0,"KATARINA, SI<br>Elevation: 685.0 m"
140120,99999.0,2019.0,3.0,45.9,9999.9,999.9,53.6,36.0,16.0,99999,SI,46.1,14.367,685.0,"KATARINA, SI<br>Elevation: 685.0 m"
140120,99999.0,2019.0,4.0,47.150000000000006,9999.9,999.9,52.95,40.1,8.5,99999,SI,46.1,14.367,685.0,"KATARINA, SI<br>Elevation: 685.0 m"
140140,99999.0,2019.0,1.0,28.7,24.3,2.2,35.6,21.6,16.0,99999,SI,46.224,14.458,388.0,"LJUBLJANA, SI<br>Elevation: 388.0 m"
140140,99999.0,2019.0,2.0,36.05,27.8,2.5,51.099999999999994,24.15,14.5,99999,SI,46.224,14.458,388.0,"LJUBLJANA, SI<br>Elevation: 388.0 m"
140140,99999.0,2019.0,3.0,42.3,33.5,3.6,58.1,27.7,16.0,99999,SI,46.224,14.458,388.0,"LJUBLJANA, SI<br>Elevation: 388.0 m"
140140,99999.0,2019.0,4.0,48.25,41.55,2.8499999999999996,57.2,39.2,8.5,99999,SI,46.224,14.458,388.0,"LJUBLJANA, SI<br>Elevation: 388.0 m"
140150,99999.0,2019.0,1.0,31.8,25.4,1.9,38.1,27.5,16.0,99999,SI,46.067,14.517,298.0,"LJUBLJANA/BEZIGRAD, SI<br>Elevation: 298.0 m"
140150,99999.0,2019.0,2.0,39.75,28.4,1.8,53.15,30.45,14.5,99999,SI,46.067,14.517,298.0,"LJUBLJANA/BEZIGRAD, SI<br>Elevation: 298.0 m"
140150,99999.0,2019.0,3.0,48.0,33.0,3.6,59.4,35.4,16.0,99999,SI,46.067,14.517,298.0,"LJUBLJANA/BEZIGRAD, SI<br>Elevation: 298.0 m"
140150,99999.0,2019.0,4.0,51.05,41.75,2.75,58.45,43.599999999999994,8.5,99999,SI,46.067,14.517,298.0,"LJUBLJANA/BEZIGRAD, SI<br>Elevation: 298.0 m"
140210,99999.0,2019.0,1.0,29.5,23.2,2.7,35.1,22.3,16.0,99999,SI,46.483,15.117,444.0,"SLOVENJ GRADEC, SI<br>Elevation: 444.0 m"
140210,99999.0,2019.0,2.0,36.2,26.799999999999997,2.3,48.650000000000006,25.3,14.5,99999,SI,46.483,15.117,444.0,"SLOVENJ GRADEC, SI<br>Elevation: 444.0 m"
140210,99999.0,2019.0,3.0,42.5,32.9,3.3,57.6,29.1,16.0,99999,SI,46.483,15.117,444.0,"SLOVENJ GRADEC, SI<br>Elevation: 444.0 m"
140210,99999.0,2019.0,4.0,46.5,40.8,3.4,57.75,39.4,8.5,99999,SI,46.483,15.117,444.0,"SLOVENJ GRADEC, SI<br>Elevation: 444.0 m"
140230,99999.0,2019.0,1.0,30.1,24.8,2.2,38.3,24.1,16.0,99999,SI,46.233,15.233,243.6,"CELJE, SI<br>Elevation: 243.6 m"
140230,99999.0,2019.0,2.0,38.05,28.200000000000003,2.25,51.9,26.15,14.5,99999,SI,46.233,15.233,243.6,"CELJE, SI<br>Elevation: 243.6 m"
140230,99999.0,2019.0,3.0,45.7,34.9,3.2,59.4,30.7,16.0,99999,SI,46.233,15.233,243.6,"CELJE, SI<br>Elevation: 243.6 m"
140230,99999.0,2019.0,4.0,48.3,42.55,3.15,59.0,40.25,8.5,99999,SI,46.233,15.233,243.6,"CELJE, SI<br>Elevation: 243.6 m"
140240,99999.0,2019.0,1.0,26.8,20.5,7.6,32.2,22.5,16.0,99999,SI,46.067,15.283,941.0,"LISCA, SI<br>Elevation: 941.0 m"
140240,99999.0,2019.0,2.0,37.25,24.85,6.199999999999999,42.75,30.4,14.5,99999,SI,46.067,15.283,941.0,"LISCA, SI<br>Elevation: 941.0 m"
140240,99999.0,2019.0,3.0,43.3,30.8,7.0,51.3,36.1,16.0,99999,SI,46.067,15.283,941.0,"LISCA, SI<br>Elevation: 941.0 m"
140240,99999.0,2019.0,4.0,44.0,36.849999999999994,7.8,48.849999999999994,39.8,8.5,99999,SI,46.067,15.283,941.0,"LISCA, SI<br>Elevation: 941.0 m"
140260,99999.0,2019.0,1.0,31.4,25.4,3.9,39.2,24.8,16.0,99999,SI,46.48,15.686,267.0,"MARIBOR, SI<br>Elevation: 267.0 m"
140260,99999.0,2019.0,2.0,39.650000000000006,28.549999999999997,3.1500000000000004,53.6,27.9,14.5,99999,SI,46.48,15.686,267.0,"MARIBOR, SI<br>Elevation: 267.0 m"
140260,99999.0,2019.0,3.0,47.5,33.9,5.1,58.1,33.3,16.0,99999,SI,46.48,15.686,267.0,"MARIBOR, SI<br>Elevation: 267.0 m"
140260,99999.0,2019.0,4.0,48.75,41.7,5.0,60.35,40.65,8.5,99999,SI,46.48,15.686,267.0,"MARIBOR, SI<br>Elevation: 267.0 m"
140310,99999.0,2019.0,1.0,31.5,24.1,2.7,36.9,25.5,16.0,99999,SI,46.65,16.2,186.7,"MURSKA SOBOTA, SI<br>Elevation: 186.7 m"
140310,99999.0,2019.0,2.0,39.099999999999994,29.05,2.3,52.0,28.25,14.5,99999,SI,46.65,16.2,186.7,"MURSKA SOBOTA, SI<br>Elevation: 186.7 m"
140310,99999.0,2019.0,3.0,46.0,34.3,3.5,58.3,32.4,16.0,99999,SI,46.65,16.2,186.7,"MURSKA SOBOTA, SI<br>Elevation: 186.7 m"
140310,99999.0,2019.0,4.0,49.75,39.1,4.15,61.8,40.1,8.5,99999,SI,46.65,16.2,186.7,"MURSKA SOBOTA, SI<br>Elevation: 186.7 m"
141050,99999.0,2019.0,1.0,39.4,28.9,5.2,48.2,29.7,16.0,99999,SI,45.473,13.615,2.1,"PORTOROZ, SI<br>Elevation: 2.1 m"
141050,99999.0,2019.0,2.0,43.150000000000006,35.25,5.55,55.5,34.9,14.5,99999,SI,45.473,13.615,2.1,"PORTOROZ, SI<br>Elevation: 2.1 m"
141050,99999.0,2019.0,3.0,51.2,38.5,6.3,61.2,38.7,16.0,99999,SI,45.473,13.615,2.1,"PORTOROZ, SI<br>Elevation: 2.1 m"
141050,99999.0,2019.0,4.0,53.2,44.6,4.7,62.05,44.3,8.5,99999,SI,45.473,13.615,2.1,"PORTOROZ, SI<br>Elevation: 2.1 m"
141060,99999.0,2019.0,1.0,35.8,25.6,3.1,46.0,25.7,16.0,99999,SI,45.9,13.633,56.1,"NOVA GORICA, SI<br>Elevation: 56.1 m"
141060,99999.0,2019.0,2.0,42.95,31.85,3.45,55.849999999999994,30.45,14.5,99999,SI,45.9,13.633,56.1,"NOVA GORICA, SI<br>Elevation: 56.1 m"
141060,99999.0,2019.0,3.0,49.3,34.5,4.5,61.9,36.3,16.0,99999,SI,45.9,13.633,56.1,"NOVA GORICA, SI<br>Elevation: 56.1 m"
141060,99999.0,2019.0,4.0,54.35,44.05,4.65,61.45,46.15,8.5,99999,SI,45.9,13.633,56.1,"NOVA GORICA, SI<br>Elevation: 56.1 m"
141120,99999.0,2019.0,1.0,31.3,24.1,3.6,37.0,24.4,16.0,99999,SI,45.767,14.2,533.0,"POSTOJNA, SI<br>Elevation: 533.0 m"
141120,99999.0,2019.0,2.0,39.35,27.3,3.6500000000000004,50.2,28.65,14.5,99999,SI,45.767,14.2,533.0,"POSTOJNA, SI<br>Elevation: 533.0 m"
141120,99999.0,2019.0,3.0,44.3,32.0,3.9,55.6,34.5,16.0,99999,SI,45.767,14.2,533.0,"POSTOJNA, SI<br>Elevation: 533.0 m"
141120,99999.0,2019.0,4.0,47.55,39.45,3.2,55.3,40.3,8.5,99999,SI,45.767,14.2,533.0,"POSTOJNA, SI<br>Elevation: 533.0 m"
141180,99999.0,2019.0,1.0,28.1,9999.9,999.9,35.6,23.9,16.0,99999,SI,45.65,14.85,467.0,"KOCEVJE, SI<br>Elevation: 467.0 m"
141180,99999.0,2019.0,2.0,36.2,9999.9,999.9,49.3,24.85,14.5,99999,SI,45.65,14.85,467.0,"KOCEVJE, SI<br>Elevation: 467.0 m"
141180,99999.0,2019.0,3.0,42.6,9999.9,999.9,57.2,30.2,16.0,99999,SI,45.65,14.85,467.0,"KOCEVJE, SI<br>Elevation: 467.0 m"
141180,99999.0,2019.0,4.0,46.55,9999.9,999.9,55.25,38.05,8.5,99999,SI,45.65,14.85,467.0,"KOCEVJE, SI<br>Elevation: 467.0 m"
141200,99999.0,2019.0,1.0,32.0,29.5,0.8,37.4,25.7,16.0,99999,SI,45.567,15.15,157.0,"CRNOMELJ, SI<br>Elevation: 157.0 m"
141200,99999.0,2019.0,2.0,40.099999999999994,31.15,1.5,54.9,26.6,14.5,99999,SI,45.567,15.15,157.0,"CRNOMELJ, SI<br>Elevation: 157.0 m"
141200,99999.0,2019.0,3.0,49.8,35.9,3.0,62.2,32.9,16.0,99999,SI,45.567,15.15,157.0,"CRNOMELJ, SI<br>Elevation: 157.0 m"
141200,99999.0,2019.0,4.0,52.0,42.4,2.0,61.650000000000006,41.45,8.5,99999,SI,45.567,15.15,157.0,"CRNOMELJ, SI<br>Elevation: 157.0 m"
141210,99999.0,2019.0,1.0,30.9,27.3,2.4,37.4,26.2,16.0,99999,SI,45.8,15.183,220.0,"NOVO MESTO, SI<br>Elevation: 220.0 m"
141210,99999.0,2019.0,2.0,39.05,29.4,2.75,53.8,28.7,14.5,99999,SI,45.8,15.183,220.0,"NOVO MESTO, SI<br>Elevation: 220.0 m"
141210,99999.0,2019.0,3.0,47.6,35.0,3.5,60.8,33.8,16.0,99999,SI,45.8,15.183,220.0,"NOVO MESTO, SI<br>Elevation: 220.0 m"
141210,99999.0,2019.0,4.0,49.8,41.9,2.75,58.400000000000006,40.45,8.5,99999,SI,45.8,15.183,220.0,"NOVO MESTO, SI<br>Elevation: 220.0 m"
142160,99999.0,2019.0,1.0,40.7,26.2,3.8,47.7,34.7,16.0,99999,HR,45.333,14.45,125.0,"RIJEKA/KOZALA, HR<br>Elevation: 125.0 m"
142160,99999.0,2019.0,2.0,48.95,31.799999999999997,3.7,55.15,39.5,14.5,99999,HR,45.333,14.45,125.0,"RIJEKA/KOZALA, HR<br>Elevation: 125.0 m"
142160,99999.0,2019.0,3.0,52.9,36.8,3.6,59.0,45.3,16.0,99999,HR,45.333,14.45,125.0,"RIJEKA/KOZALA, HR<br>Elevation: 125.0 m"
142160,99999.0,2019.0,4.0,55.95,43.45,3.3,61.650000000000006,48.45,8.5,99999,HR,45.333,14.45,125.0,"RIJEKA/KOZALA, HR<br>Elevation: 125.0 m"
142190,99999.0,2019.0,1.0,28.2,21.9,3.1,34.5,21.7,16.0,99999,HR,45.6,14.633,863.0,"PARG, HR<br>Elevation: 863.0 m"
142190,99999.0,2019.0,2.0,38.8,25.0,3.55,45.25,29.299999999999997,14.5,99999,HR,45.6,14.633,863.0,"PARG, HR<br>Elevation: 863.0 m"
142190,99999.0,2019.0,3.0,43.6,28.8,3.7,49.6,33.1,16.0,99999,HR,45.6,14.633,863.0,"PARG, HR<br>Elevation: 863.0 m"
142190,99999.0,2019.0,4.0,44.8,37.4,2.7,50.650000000000006,37.75,8.5,99999,HR,45.6,14.633,863.0,"PARG, HR<br>Elevation: 863.0 m"
142320,99999.0,2019.0,1.0,32.6,28.5,2.1,36.9,26.4,16.0,99999,HR,45.5,15.567,111.0,"KARLOVAC, HR<br>Elevation: 111.0 m"
142320,99999.0,2019.0,2.0,39.8,28.65,2.5,54.95,27.05,14.5,99999,HR,45.5,15.567,111.0,"KARLOVAC, HR<br>Elevation: 111.0 m"
142320,99999.0,2019.0,3.0,49.7,33.7,3.4,63.7,33.3,16.0,99999,HR,45.5,15.567,111.0,"KARLOVAC, HR<br>Elevation: 111.0 m"
142320,99999.0,2019.0,4.0,52.85,41.65,2.5,62.75,40.75,8.5,99999,HR,45.5,15.567,111.0,"KARLOVAC, HR<br>Elevation: 111.0 m"
142340,99999.0,2019.0,1.0,32.0,26.1,1.9,36.9,26.2,16.0,99999,HR,46.133,15.883,203.1,"KRAPINA, HR<br>Elevation: 203.1 m"
142340,99999.0,2019.0,2.0,40.5,29.85,2.1,52.0,28.299999999999997,14.5,99999,HR,46.133,15.883,203.1,"KRAPINA, HR<br>Elevation: 203.1 m"
142340,99999.0,2019.0,3.0,49.2,35.0,2.7,60.8,34.9,16.0,99999,HR,46.133,15.883,203.1,"KRAPINA, HR<br>Elevation: 203.1 m"
142340,99999.0,2019.0,4.0,51.849999999999994,41.45,2.8,60.45,42.8,8.5,99999,HR,46.133,15.883,203.1,"KRAPINA, HR<br>Elevation: 203.1 m"
142350,99999.0,2019.0,1.0,26.5,22.0,6.7,30.2,20.8,16.0,99999,HR,45.917,15.967,988.0,"PUNTIJARKA, HR<br>Elevation: 988.0 m"
142350,99999.0,2019.0,2.0,35.900000000000006,25.35,7.050000000000001,40.65,28.9,14.5,99999,HR,45.917,15.967,988.0,"PUNTIJARKA, HR<br>Elevation: 988.0 m"
142350,99999.0,2019.0,3.0,42.3,30.7,7.5,49.5,34.9,16.0,99999,HR,45.917,15.967,988.0,"PUNTIJARKA, HR<br>Elevation: 988.0 m"
142350,99999.0,2019.0,4.0,44.75,35.95,6.3,51.150000000000006,37.85,8.5,99999,HR,45.917,15.967,988.0,"PUNTIJARKA, HR<br>Elevation: 988.0 m"
142360,99999.0,2019.0,1.0,35.5,27.2,4.0,38.7,32.2,16.0,99999,HR,45.8,15.967,157.0,"ZAGREB/GRIC, HR<br>Elevation: 157.0 m"
142360,99999.0,2019.0,2.0,43.45,30.5,3.6,52.25,35.8,14.5,99999,HR,45.8,15.967,157.0,"ZAGREB/GRIC, HR<br>Elevation: 157.0 m"
142360,99999.0,2019.0,3.0,53.6,35.0,4.7,61.2,42.8,16.0,99999,HR,45.8,15.967,157.0,"ZAGREB/GRIC, HR<br>Elevation: 157.0 m"
142360,99999.0,2019.0,4.0,55.1,40.0,3.8,62.349999999999994,46.5,8.5,99999,HR,45.8,15.967,157.0,"ZAGREB/GRIC, HR<br>Elevation: 157.0 m"
142400,99999.0,2019.0,1.0,34.2,27.0,2.7,38.3,28.9,16.0,99999,HR,45.817,16.033,128.0,"ZAGREB\MAKSIMIR, HR<br>Elevation: 128.0 m"
142400,99999.0,2019.0,2.0,41.2,30.15,2.75,51.2,30.25,14.5,99999,HR,45.817,16.033,128.0,"ZAGREB\MAKSIMIR, HR<br>Elevation: 128.0 m"
142400,99999.0,2019.0,3.0,51.1,35.4,3.7,60.3,37.6,16.0,99999,HR,45.817,16.033,128.0,"ZAGREB\MAKSIMIR, HR<br>Elevation: 128.0 m"
142400,99999.0,2019.0,4.0,53.1,40.7,3.9,61.45,43.4,8.5,99999,HR,45.817,16.033,128.0,"ZAGREB\MAKSIMIR, HR<br>Elevation: 128.0 m"
142410,99999.0,2019.0,1.0,32.7,26.5,3.4,37.4,26.4,16.0,99999,HR,45.743,16.069,107.6,"ZAGREB, HR<br>Elevation: 107.6 m"
142410,99999.0,2019.0,2.0,39.25,28.65,3.3499999999999996,53.6,28.95,14.5,99999,HR,45.743,16.069,107.6,"ZAGREB, HR<br>Elevation: 107.6 m"
142410,99999.0,2019.0,3.0,49.1,33.8,4.8,61.0,35.2,16.0,99999,HR,45.743,16.069,107.6,"ZAGREB, HR<br>Elevation: 107.6 m"
142410,99999.0,2019.0,4.0,51.9,40.1,4.8,61.95,40.7,8.5,99999,HR,45.743,16.069,107.6,"ZAGREB, HR<br>Elevation: 107.6 m"
142440,99999.0,2019.0,1.0,33.4,28.4,3.2,36.5,28.4,16.0,99999,HR,45.5,16.367,106.0,"SISAK, HR<br>Elevation: 106.0 m"
142440,99999.0,2019.0,2.0,40.85,30.7,4.0,54.15,30.4,14.5,99999,HR,45.5,16.367,106.0,"SISAK, HR<br>Elevation: 106.0 m"
142440,99999.0,2019.0,3.0,51.1,35.0,4.3,62.2,37.2,16.0,99999,HR,45.5,16.367,106.0,"SISAK, HR<br>Elevation: 106.0 m"
142440,99999.0,2019.0,4.0,53.9,40.4,4.5,62.85,43.650000000000006,8.5,99999,HR,45.5,16.367,106.0,"SISAK, HR<br>Elevation: 106.0 m"
142460,99999.0,2019.0,1.0,33.0,27.6,5.1,38.8,27.3,16.0,99999,HR,46.295,16.381,167.0,"VARAZDIN, HR<br>Elevation: 167.0 m"
142460,99999.0,2019.0,2.0,41.3,31.6,4.699999999999999,53.0,29.85,14.5,99999,HR,46.295,16.381,167.0,"VARAZDIN, HR<br>Elevation: 167.0 m"
142460,99999.0,2019.0,3.0,49.6,36.0,5.9,57.7,35.6,16.0,99999,HR,46.295,16.381,167.0,"VARAZDIN, HR<br>Elevation: 167.0 m"
142460,99999.0,2019.0,4.0,50.85,40.95,5.65,61.35,40.8,8.5,99999,HR,46.295,16.381,167.0,"VARAZDIN, HR<br>Elevation: 167.0 m"
142480,99999.0,2019.0,1.0,32.7,27.6,4.1,35.8,27.9,16.0,99999,HR,46.033,16.55,146.0,"KRIZEVCI, HR<br>Elevation: 146.0 m"
142480,99999.0,2019.0,2.0,40.45,31.55,3.9,51.7,31.200000000000003,14.5,99999,HR,46.033,16.55,146.0,"KRIZEVCI, HR<br>Elevation: 146.0 m"
142480,99999.0,2019.0,3.0,50.2,34.7,5.0,59.4,37.4,16.0,99999,HR,46.033,16.55,146.0,"KRIZEVCI, HR<br>Elevation: 146.0 m"
142480,99999.0,2019.0,4.0,51.7,40.599999999999994,5.300000000000001,61.8,41.650000000000006,8.5,99999,HR,46.033,16.55,146.0,"KRIZEVCI, HR<br>Elevation: 146.0 m"
