USAF,WBAN_x,YEARMODA,TEMP,DEWP,WDSP,MAX,MIN,YEAR,MONTH,DAY,WBAN_y,CTRY,LAT,LON,ELEV(M),LBL
720326,4981.0,2011-12-31,38.5,33.4,8.9,50.0,33.8,2011.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2012-12-31,22.0,14.3,10.4,32.4,15.3,2012.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2013-12-31,1.0,-4.2,2.3,9.5,-14.4,2013.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2014-12-31,6.6,-2.3,8.7,22.6,-1.7,2014.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2015-12-31,21.9,16.3,6.0,23.7,18.5,2015.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2016-12-31,32.9,23.9,8.5,35.6,23.0,2016.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2017-12-31,-2.7,-11.4,8.4,1.8,-7.1,2017.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720326,4981.0,2018-12-31,32.4,29.1,6.4,33.3,29.1,2018.0,12.0,31.0,4981,US,42.219,-92.026,257.6,"VINTON VETERANS MEMORIAL AIRPARK AIRPORT, IA, US<br>Elevation: 257.6 m"
720268,53882.0,2010-12-31,57.5,47.2,6.5,75.2,42.8,2010.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2011-12-31,59.4,53.9,2.5,73.4,50.0,2011.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2012-12-31,43.5,37.1,1.1,64.4,32.0,2012.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2013-12-31,53.7,49.6,2.5,55.4,51.8,2013.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2014-12-31,54.9,49.5,6.7,59.0,51.8,2014.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2015-12-31,70.5,68.5,4.5,77.0,62.6,2015.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2016-12-31,43.6,33.9,1.3,55.4,33.8,2016.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2017-12-31,46.6,43.8,3.9,51.8,42.8,2017.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720268,53882.0,2018-12-31,71.4,63.7,5.7,78.8,68.0,2018.0,12.0,31.0,53882,US,30.983,-84.633,43.0,"DCATR CO INDUS AIRPK ARPT, GA, US<br>Elevation: 43.0 m"
720283,4927.0,2010-12-31,24.6,23.2,9.8,42.8,12.9,2010.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2011-12-31,31.4,29.0,6.5,37.4,24.1,2011.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2012-12-31,16.6,11.7,12.0,26.6,6.8,2012.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2013-12-31,-0.4,-4.1,4.2,3.0,-5.4,2013.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2014-12-31,-2.9,-9.0,10.7,14.0,-10.7,2014.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2015-12-31,16.4,12.0,7.3,20.1,10.9,2015.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2016-12-31,26.7,20.5,12.2,31.1,16.3,2016.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2017-12-31,-9.8,-17.6,8.4,-6.3,-13.2,2017.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
720283,4927.0,2018-12-31,27.6,24.4,7.4,31.6,24.4,2018.0,12.0,31.0,4927,US,43.677,-92.18,388.9,"FILLMORE COUNTY AIRPORT, MN, US<br>Elevation: 388.9 m"
700197,26558.0,2010-12-31,1.1,-4.5,13.8,3.2,-2.2,2010.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2011-12-30,-36.1,9999.9,2.5,-31.0,-38.2,2011.0,12.0,30.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2012-12-31,16.8,10.1,16.5,21.2,12.2,2012.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2013-12-31,1.7,-3.3,14.7,3.2,-0.4,2013.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2014-12-31,32.7,30.7,12.5,35.6,28.4,2014.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2015-12-31,30.8,25.8,13.5,37.4,24.8,2015.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2016-12-31,28.9,24.7,13.1,34.0,14.0,2016.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2017-12-31,8.3,4.1,16.3,14.0,-2.0,2017.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700197,26558.0,2018-12-31,14.9,12.5,20.7,23.0,3.2,2018.0,12.0,31.0,26558,US,66.6,-159.986,7.6,"SELAWIK, AK, US<br>Elevation: 7.6 m"
700632,26645.0,2010-12-31,-0.1,-4.1,1.5,6.8,-16.6,2010.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2011-12-31,-37.2,9999.9,4.2,-32.8,-40.0,2011.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2012-12-31,16.4,12.0,3.7,26.6,6.8,2012.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2013-12-31,7.2,-1.5,11.1,10.4,5.0,2013.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2014-12-31,34.2,29.8,16.0,37.4,30.2,2014.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2015-11-21,15.3,10.7,6.1,15.8,12.2,2015.0,11.0,21.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2016-12-31,33.5,27.8,18.6,36.0,30.0,2016.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2017-12-31,8.6,5.9,3.0,18.0,0.0,2017.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
700632,26645.0,2018-12-31,16.8,13.8,14.5,24.8,3.2,2018.0,12.0,31.0,26645,US,65.983,-161.133,9.1,"BUCKLAND AIRPORT, AK, US<br>Elevation: 9.1 m"
701975,26422.0,2010-12-31,19.7,11.6,4.7,27.0,10.0,2010.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2011-12-31,-23.5,-29.4,0.1,-17.0,-35.0,2011.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2012-12-31,23.6,17.0,4.5,30.0,10.0,2012.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2013-12-31,-19.3,-26.2,0.5,1.9,-27.9,2013.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2014-12-31,25.6,12.0,7.7,28.0,21.0,2014.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2015-12-31,34.3,21.2,7.1,39.9,19.9,2015.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2016-12-31,13.0,8.9,0.6,19.0,5.0,2016.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2017-12-31,-5.5,-19.2,10.6,-2.0,-9.0,2017.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
701975,26422.0,2018-12-31,25.4,13.0,6.8,30.9,19.9,2018.0,12.0,31.0,26422,US,64.777,-141.148,276.8,"EAGLE AIRPORT, AK, US<br>Elevation: 276.8 m"
704540,25704.0,2010-12-31,29.8,25.6,17.1,37.4,28.4,2010.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2011-12-31,26.7,21.3,12.4,33.8,6.8,2011.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2012-12-31,33.9,25.3,13.7,35.6,24.8,2012.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2013-12-31,35.2,28.3,999.9,39.2,30.4,2013.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2014-12-31,37.0,30.7,18.1,41.0,24.8,2014.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2015-12-31,31.6,21.8,4.9,35.6,26.6,2015.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2016-12-31,40.5,30.7,24.9,44.6,33.8,2016.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2017-12-31,35.4,30.4,14.1,39.9,32.0,2017.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
704540,25704.0,2018-12-31,35.4,32.4,9.8,37.9,32.0,2018.0,12.0,31.0,25704,US,51.883,-176.65,5.2,"ADAK NAS, AK, US<br>Elevation: 5.2 m"
690150,93121.0,2010-12-31,36.1,14.2,9.2,41.0,28.9,2010.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2011-12-31,55.3,20.2,3.5,73.0,42.1,2011.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2012-12-31,41.6,22.2,8.7,50.0,35.1,2012.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2013-12-31,43.6,10.0,3.4,60.1,35.1,2013.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2014-12-31,38.2,13.3,14.2,48.9,27.0,2014.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2015-12-31,39.4,15.4,7.3,51.1,25.0,2015.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2016-12-31,48.7,40.8,2.6,59.0,37.0,2016.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2017-12-31,51.9,7.6,2.9,72.0,39.0,2017.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
690150,93121.0,2018-12-31,44.4,18.8,7.7,61.0,30.0,2018.0,12.0,31.0,93121,US,34.3,-116.167,625.1,"TWENTY NINE PALMS, CA, US<br>Elevation: 625.1 m"
749171,479.0,2010-08-31,60.9,39.0,7.8,75.2,42.8,2010.0,8.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2011-12-31,41.1,25.2,5.4,64.4,23.0,2011.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2012-12-31,32.5,29.1,7.2,39.2,26.6,2012.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2013-12-31,46.0,8.4,5.7,60.8,28.4,2013.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2014-12-31,26.4,14.1,5.6,35.6,15.8,2014.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2015-12-31,32.5,21.2,9.6,41.0,24.8,2015.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2016-12-31,40.0,38.9,7.0,48.2,32.0,2016.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2017-12-28,41.6,19.1,5.4,68.0,28.4,2017.0,12.0,28.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
749171,479.0,2018-12-31,34.9,24.6,11.2,44.6,30.2,2018.0,12.0,31.0,479,US,35.135,-118.439,1219.5,"TEHACHAPI MUNICIPAL AIRPORT, CA, US<br>Elevation: 1219.5 m"
727976,24217.0,2010-12-31,27.1,14.6,4.8,35.1,19.0,2010.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2011-12-31,39.2,31.7,4.4,46.9,32.0,2011.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2012-12-31,32.4,31.2,1.9,37.0,30.2,2012.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2013-12-31,44.5,41.1,7.2,46.0,39.0,2013.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2014-12-31,26.9,15.2,2.9,37.0,21.9,2014.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2015-12-31,28.9,19.8,3.7,39.0,23.0,2015.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2016-12-31,37.1,34.3,5.3,42.1,32.0,2016.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2017-12-31,30.2,23.3,8.9,46.0,27.0,2017.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
727976,24217.0,2018-12-31,36.0,26.7,4.9,46.0,28.9,2018.0,12.0,31.0,24217,US,48.794,-122.537,45.4,"BELLINGHAM INTL AIRPORT, WA, US<br>Elevation: 45.4 m"
747570,93874.0,2010-12-31,63.7,61.9,13.8,66.0,62.1,2010.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2011-12-31,58.5,55.1,1.9,68.0,48.9,2011.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2012-12-31,45.1,37.2,3.5,61.0,34.0,2012.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2013-12-31,48.2,41.8,5.2,55.0,44.1,2013.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2014-12-31,45.0,36.9,7.4,57.9,36.0,2014.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2015-12-31,56.6,51.6,9.5,60.8,53.1,2015.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2016-12-31,54.1,47.4,4.3,66.0,44.1,2016.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2017-12-31,48.6,44.6,8.8,55.0,39.9,2017.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
747570,93874.0,2018-12-31,68.5,67.7,10.9,71.1,66.9,2018.0,12.0,31.0,93874,US,30.412,-89.081,12.8,"GULFPORT-BILOXI INTL ARPT, MS, US<br>Elevation: 12.8 m"
727466,4918.0,2010-12-31,2.7,0.3,18.7,10.4,-0.4,2010.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2011-12-31,33.8,33.3,9.2,39.2,30.2,2011.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2012-12-31,12.2,6.3,9.8,21.2,-0.4,2012.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2013-12-31,0.1,-5.5,5.5,6.8,-9.4,2013.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2014-12-31,6.1,-2.3,10.0,19.4,-4.0,2014.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2015-12-31,14.9,9.6,7.4,23.0,6.8,2015.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2016-12-31,26.6,20.0,12.0,35.6,15.8,2016.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2017-12-31,-12.7,-20.5,8.4,-5.8,-22.0,2017.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727466,4918.0,2018-12-31,21.8,18.5,16.6,33.8,-4.0,2018.0,12.0,31.0,4918,US,44.986,-96.043,329.8,"MDSON-LAC QUI PARLE CO APT, MN, US<br>Elevation: 329.8 m"
727900,24141.0,2010-12-31,17.0,5.4,8.0,23.0,8.1,2010.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2011-12-31,33.8,21.8,6.1,45.0,23.0,2011.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2012-12-31,25.1,22.0,4.4,27.0,21.9,2012.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2013-12-31,30.4,28.1,3.5,37.0,28.0,2013.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2014-12-31,17.1,8.8,3.2,28.9,10.9,2014.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2015-12-31,15.6,9.6,6.5,25.0,1.9,2015.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2016-12-31,17.5,11.9,5.9,36.0,8.1,2016.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2017-12-31,26.8,13.7,9.4,46.9,21.9,2017.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
727900,24141.0,2018-12-31,34.9,19.1,10.9,46.0,32.0,2018.0,12.0,31.0,24141,US,47.308,-119.515,381.6,"EPHRATA MUNICIPAL AIRPORT, WA, US<br>Elevation: 381.6 m"
726776,24036.0,2010-12-31,-3.3,-7.5,3.5,5.0,-8.0,2010.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2011-12-31,33.7,18.6,13.8,44.1,30.0,2011.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2012-12-31,11.8,6.2,3.5,26.1,1.0,2012.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2013-12-31,35.6,28.7,9.9,39.9,26.1,2013.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2014-12-31,17.0,6.1,8.9,27.0,-4.0,2014.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2015-12-31,18.1,10.6,6.2,24.1,5.0,2015.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2016-12-31,20.9,11.3,10.2,39.9,12.0,2016.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2017-12-31,-9.2,-14.6,5.9,-2.9,-13.0,2017.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726776,24036.0,2018-12-31,4.1,0.1,7.2,12.9,1.0,2018.0,12.0,31.0,24036,US,47.049,-109.458,1263.4,"LEWISTOWN MUNICIPAL ARPT, MT, US<br>Elevation: 1263.4 m"
726455,94897.0,2010-12-31,39.1,38.3,7.6,42.8,37.4,2010.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
726455,94897.0,2011-12-31,31.6,27.9,8.2,37.4,28.4,2011.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
726455,94897.0,2012-12-31,23.2,14.9,8.4,33.8,14.0,2012.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
726455,94897.0,2013-12-31,3.1,-4.4,8.7,8.1,0.0,2013.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
726455,94897.0,2014-12-31,7.2,-2.6,13.4,18.0,0.0,2014.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
726455,94897.0,2015-12-31,26.2,20.4,7.7,28.0,21.0,2015.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
726455,94897.0,2016-12-31,31.0,22.2,9.4,34.0,26.1,2016.0,12.0,31.0,94897,US,44.133,-87.667,198.4,"MANITOWOC COUNTY AIRPORT, WI, US<br>Elevation: 198.4 m"
